KOD_LATKY;NAZEV_INN;NAZEV_EN;NAZEV;ZAV
16812;ROSUVASTATINUM CALCICUM;ROSUVASTATIN CALCIUM;V¡PENAT¡ SŸL ROSUVASTATINU;
16813;SOJAE OLEUM INSAPONIFICABILE;UNSAPONIFIABLE SOYA-BEAN OIL;NEZM›DELNITELN› S”JOV› OLEJ;
16814;AVOCADO OLEUM INSAPONIFICABILE;UNSAPONIFIABLE AVOCADO OIL;NEZM›DELNITELN› AVOK¡DOV› OLEJ;
16820;FACTORUM COAGULATIONIS COMPLEXUS ANTIINHIBENS;ANTIINHIBITORY COAGULATION FACTOR COMPLEX;ANTIINHIBI»NÕ KOMPLEX KOAGULA»NÕCH FAKTORŸ;
16839;ATAZANAVIRUM;ATAZANAVIR;ATAZANAVIR;
16844;BORTEZOMIBUM;BORTEZOMIB;BORTEZOMIB;
16845;CINACALCETUM;CINACALCET;CINAKALCET;
16846;DARUNAVIRUM;DARUNAVIR;DARUNAVIR;
16852;ETRAVIRINUM;ETRAVIRINE;ETRAVIRIN;
16860;LURASIDONUM;LURASIDONE;LURASIDON;
16868;SORAFENIBUM;SORAFENIB;SORAFENIB;
16874;HEDERAE FOLII EXTRACTUM SICCUM;IVY LEAF DRY EXTRACT;SUCH› EXTRAKT Z BÿE»TANOV…HO LISTU;
16877;PELARGONII SIDOIDIS RADICIS EXTRACTUM FLUIDUM;PELARGONIUM SIDOIDES ROOT LIQUID EXTRACT;TEKUT› EXTRAKT Z KOÿENE PELARGONIUM SIDOIDES;
16891;ETHYLICOSAPENTUM;ETHYL ICOSAPENTATE;ETHYL-IKOSAPENT;
16917;SAPROPTERINI DIHYDROCHLORIDUM;SAPROPTERINE DIHYDROCHLORIDE;SAPROPTERIN-DIHYDROCHLORID;
16919;EPINASTINI HYDROCHLORIDUM;EPINASTINE HYDROCHLORIDE;EPINASTIN-HYDROCHLORID;
16949;TENOFOVIRUM DISOPROXILUM;TENOFOVIR DISOPROXIL;TENOFOVIR-DISOPROXIL;
16950;TENOFOVIRI DISOPROXILI FUMARAS;TENOFOVIR DISOPROXIL FUMARATE;TENOFOVIR-DISOPROXIL-FUMAR¡T;
16952;NATRII GLUCOSAMINI SULFATIS COMPLEXUS;SODIUM GLUCOSAMINE SULFATE COMPLEX;KOMPLEX NATRIUM-GLUKOSAMIN-SULF¡TU;
16956;NATRII PHENYLBUTYRAS;SODIUM PHENYLBUTYRATE;NATRIUM-FENYLBUTYR¡T;
16961;BELIMUMABUM;BELIMUMAB;BELIMUMAB;
16968;DIBOTERMINUM ALFA;DIBOTERMIN ALFA;DIBOTERMIN ALFA;
16991;LAPATINIBUM;LAPATINIB;LAPATINIB;
16997;PERTUZUMABUM;PERTUZUMAB;PERTUZUMAB;
17005;TAFLUPROSTUM;TAFLUPROST;TAFLUPROST;
17012;VARENICLINUM;VARENICLINE;VARENIKLIN;
17016;SULFURIS HEXAFLUORIDUM;SULFUR HEXAFLUORIDE;FLUORID SÕROV›;
17017;LYSATUM BACTERIALE OM 85 CRYODESICCATUM;FREEZE-DRIED BACTERIAL LYSATE OM 85;LYOFILIZOVAN› BAKTERI¡LNÕ LYZ¡T OM 85;
17043;RIFAMPICINUM NATRICUM;RIFAMPICIN SODIUM;SODN¡ SŸL RIFAMPICINU;
17044;CHOLERAE TOXINI B SUBUNITAS;CHOLERA TOXIN B SUBUNIT;SUBJEDNOTKA B TOXINU CHOLERY;
17045;VIBRIO CHOLERAE O1 OGAWA CALORE INACTIVATUS;VIBRIO CHOLERAE O1 OGAWA, HEAT INACTIVATED;TEPELNÃ INAKTIVOVAN› VIBRIO CHOLERAE O1 OGAWA;
17046;VIBRIO CHOLERAE O1 OGAWA FORMALDEHYDO INACTIVATUS;VIBRIO CHOLERAE O1 OGAWA, FORMALIN INACTIVATED;FORMALDEHYDEM INAKTIVOVAN› VIBRIO CHOLERAE O1 OGAWA;
17047;VIBRIO CHOLERAE O1 INABA CALORE INACTIVATUS;VIBRIO CHOLERAE O1 INABA, HEAT INACTIVATED;TEPELNÃ INAKTIVOVAN› VIBRIO CHOLERAE O1 INABA;
17048;VIBRIO CHOLERAE O1 INABA FORMALDEHYDO INACTIVATUS;VIBRIO CHOLERAE O1 INABA, FORMALIN INACTIVATED;FORMALDEHYDEM INAKTIVOVAN› VIBRIO CHOLERAE O1 INABA;
17050;TIOTROPII BROMIDUM MONOHYDRICUM;TIOTROPIUM BROMIDE MONOHYDRATE;MONOHYDR¡T TIOTROPIUM-BROMIDU;
17054;DOXORUBICINI CITRATIS COMPLEXUS;DOXORUBICIN-CITRATE COMPLEX;KOMPLEX DOXORUBICIN-CITR¡TU;
17058;COLESEVELAMI HYDROCHLORIDUM;COLESEVELAM HYDROCHLORIDE;KOLESEVELAM-HYDROCHLORID;
17066;SUGAMMADEXUM NATRICUM;SUGAMMADEX SODIUM;SODN¡ SŸL SUGAMMADEXU;
17074;PEMETREXEDUM DINATRICUM;PEMETREXED DISODIUM;DISODN¡ SŸL PEMETREXEDU;
17087;CERTOLIZUMABUM PEGOLUM;CERTOLIZUMAB PEGOL;CERTOLIZUMAB PEGOL;
17090;CLOFARABINUM;CLOFARABINE;KLOFARABIN;
17099;HORMONUM PARATHYROIDUM;PARATHYROID HORMONE;PARATHYROIDNÕ HORMON;
17106;NETUPITANTUM;NETUPITANT;NETUPITANT;
17109;PASIREOTIDUM;PASIREOTIDE;PASIREOTID;
17113;RANIBIZUMABUM;RANIBIZUMAB;RANIBIZUMAB;
17116;RIVAROXABANUM;RIVAROXABAN;RIVAROXABAN;
17123;TEDUGLUTIDUM;TEDUGLUTIDE;TEDUGLUTID;
17124;TOCILIZUMABUM;TOCILIZUMAB;TOCILIZUMAB;
17128;VILDAGLIPTINUM;VILDAGLIPTIN;VILDAGLIPTIN;
17130;AMYLCINNAMALUM;AMYL CINNAMAL;AMYLCINNAMAL;
17131;ISOEUGENOLUM;ISOEUGENOL;ISOEUGENOL;
17132;CINNAMALUM;CINNAMAL;CINNAMAL;
17133;ALCOHOL CINNAMYLICUS;CINNAMYL ALCOHOL;CINNAMYLALKOHOL;
17134;HYDROXYCITRONELLALUM;HYDROXYCITRONELLAL;HYDROXYCITRONELLAL;
17135;GERANIOLUM;GERANIOL;GERANIOL;
17136;MUSCUS QUERCINUS;OAKMOSS LICHEN;MECH DUBOV›;
17137;DIPHENYLGUANIDINUM;DIPHENYLGUANIDINE;DIFENYLGUANIDIN;
17138;DITIOCARBUM ZINCICUM;ZINC DITIOCARB;ZINE»NAT¡ SŸL DITIOKARBU;
17139;DIBUTYLDITHIOCARBAMATUM ZINCICUM;ZINC DIBUTYLDITHIOCARBAMATE;ZINKUM-DIBUTYLDITHIOKARBAM¡T;
17140;ISOPROPYLPHENYLPARAPHENYLENDIAMINUM;ISOPROPYLPHENYLPARAPHENYLENEDIAMINE;ISOPROPYLFENYLPARAFENYLENDIAMIN;
17141;CYCLOHEXYLPHENYLPARAPHENYLENDIAMINUM;CYCLOHEXYLPHENYLPARAPHENYLENEDIAMINE;CYKLOHEXYLFENYLPARAFENYLENDIAMIN;
17142;DIPHENYLPARAPHENYLENDIAMINUM;DIPHENYL PARAPHENYLENEDIAMINE;DIFENYLPARAFENYLENDIAMIN;
17143;HYDROXYMETHYLSUCCINIMIDUM;HYDROXY METHYL SUCCINIMIDE;HYDROXYMETHYLSUKCINIMID;
17144;MORFOLINOSULFANYLBENZOTHIAZOLUM;MORPHOLINYL MERCAPTOBENZOTHIAZOLE;MORFOLINOSULFANYLBENZOTHIAZOL;
17145;CYCLOHEXYLBENZOTHIAZOLSULPHENAMIDUM;CYCLOHEXYLBENZOTHIAZYLSULPHENAMIDE;CYKLOHEXYLBENZOTHIAZOLSULFENAMID;
17146;DIBENZOTHIAZOLDISULFIDUM;DIBENZTHIAZYL DISULFIDE;DIBENZOTHIAZOLDISULFID;
17147;TETRAMETHYLTHIURAMMONOSULFIDUM;TETRAMETHYLTHIURAM MONOSULFIDE;TETRAMETHYLTHIURAMMONOSULFID;
17148;DICYCLOPENTAMETHYLENTHIURAMDISULFIDUM;DICYCLOPENTAMETHYLENTIURAMDISULFIDE;DICYKLOPENTAMETHYLENTHIURAMDISULFID;
17150;ABATACEPTUM;ABATACEPT;ABATACEPT;
17153;ALGLUCOSIDASUM ALFA;ALGLUCOSIDASE ALFA;ALGLUKOSIDASA ALFA;
17169;FINGOLIMODUM;FINGOLIMOD;FINGOLIMOD;
17172;GOLIMUMABUM;GOLIMUMAB;GOLIMUMAB;
17175;INDACATEROLUM;INDACATEROL;INDAKATEROL;
17180;LENALIDOMIDUM;LENALIDOMIDE;LENALIDOMID;
17183;MARAVIROCUM;MARAVIROC;MARAVIROK;
17189;PANITUMUMABUM;PANITUMUMAB;PANITUMUMAB;
17194;PRASUGRELUM;PRASUGREL;PRASUGREL;
17197;REGADENOSONUM;REGADENOSON;REGADENOSON;
17201;RILPIVIRINUM;RILPIVIRINE;RILPIVIRIN;
17215;VANDETANIBUM;VANDETANIB;VANDETANIB;
17225;DULOXETINI HYDROCHLORIDUM;DULOXETINE HYDROCHLORIDE;DULOXETIN-HYDROCHLORID;
17227;SOLIFENACINI SUCCINAS;SOLIFENACIN SUCCINATE;SOLIFENACIN-SUKCIN¡T;
17229;CINACALCETI HYDROCHLORIDUM;CINACALCET HYDROCHLORIDE;CINAKALCET-HYDROCHLORID;
17233;LANTHANI CARBONAS HYDRICUS;LANTHANUM CARBONATE HYDRATE;HYDR¡T UHLI»ITANU LANTHANIT…HO;
17234;HEXYLIS AMINOLEVULINATIS HYDROCHLORIDUM;HEXYL AMINOLEVULINATE HYDROCHLORIDE;HEXYL-AMINOLEVUL¡T-HYDROCHLORID;
17238;PERINDOPRILUM ARGININUM;PERINDOPRIL ARGININE;PERINDOPRIL-ARGININ;
17243;BOSENTANUM MONOHYDRICUM;BOSENTAN MONOHYDRATE;MONOHYDR¡T BOSENTANU;
17249;MIRTAZAPINUM HEMIHYDRICUM;MIRTAZAPINE HEMIHYDRATE;HEMIHYDR¡T MIRTAZAPINU;
17251;ATAZANAVIRI SULFAS;ATAZANAVIR SULFATE;ATAZANAVIR-SULF¡T;
17256;RASAGILINI MESILAS;RASAGILINE MESILATE;RASAGILIN-MESIL¡T;
17257;ZICONOTIDI ACETAS;ZIKONOTIDE ACETATE;ZIKONOTID-ACET¡T;
17264;AVANAFILUM;AVANAFIL;AVANAFIL;
17269;BESILESOMABUM;BESILESOMAB;BESILESOMAB;
17282;EPOETINUM ZETA;EPOETIN ZETA;EPOETIN ZETA;
17287;GALSULFASUM;GALSULFASE;GALSULFASA;
17288;GLUCARPIDASUM;GLUCARPIDASE;GLUKARPIDASA;
17291;INOTUZUMABUM OZOGAMICINUM;INOTUZUMAB OZOGAMICIN;INOTUZUMAB OZOGAMICIN;
17307;SAXAGLIPTINUM;SAXAGLIPTIN;SAXAGLIPTIN;
17309;SUGAMMADEXUM;SUGAMMADEX;SUGAMMADEX;
17315;TEMSIROLIMUSUM;TEMSIROLIMUS;TEMSIROLIMUS;
17330;GLATIRAMERUM;GLATIRAMER;GLATIRAMER;
17338;ATOMOXETINI HYDROCHLORIDUM;ATOMOXETINE HYDROCHLORIDE;ATOMOXETIN-HYDROCHLORID;
17352;DOCETAXELUM TRIHYDRICUM;DOCETAXEL TRIHYDRATE;TRIHYDR¡T DOCETAXELU;
17372;TERLIPRESSINI ACETAS;TERLIPRESSIN ACETATE;TERLIPRESSIN-ACET¡T;
17374;HEDERAE FOLII EXTRACTUM SPISSUM;IVY LEAF SOFT EXTRACT;HUST› EXTRAKT Z BÿE»çANOV…HO LISTU;
17375;ERLOTINIBI HYDROCHLORIDUM;ERLOTINIB HYDROCHLORIDE;ERLOTINIB-HYDROCHLORID;
17381;APIXABANUM;APIXABAN;APIXABAN;
17386;BELATACEPTUM;BELATACEPT;BELATACEPT;
17387;BRIVARACETAMUM;BRIVARACETAM;BRIVARACETAM;
17389;CATUMAXOMABUM;CATUMAXOMAB;KATUMAXOMAB;
17405;OFATUMUMABUM;OFATUMUMAB;OFATUMUMAB;
17411;PLERIXAFORUM;PLERIXAFOR;PLERIXAFOR;
17420;SUNITINIBUM;SUNITINIB;SUNITINIB;
17443;ETHINYLESTRADIOLUM BETADEXUM CLATHRATUM;ETHINYLESTRADIOL BETADEX CLATHRATE;KLATHR¡T ETHINYLESTRADIOL-BETADEXU;
17444;IVABRADINI HYDROCHLORIDUM;IVABRADINE HYDROCHLORIDE;IVABRADIN-HYDROCHLORID;
17457;FACTOR VON WILLEBRAND HUMANUS;HUMAN VON WILLEBRAND FACTOR;LIDSK› VON WILLEBRANDŸV FAKTOR;
17466;ROTAVIRUS RIX4414 HUMANUM VIVUM ATTENUATUM;LIVE ATTENUATED HUMAN ROTAVIRUS RIX4414;éIV› OSLABEN› LIDSK› ROTAVIRUS RIX4414;
17468;SUNITINIBI MALAS;SUNITINIB MALATE;SUNITINIB-MAL¡T;
17486;YTTRII (90Y) TRICHLORIDUM;YTTRIUM (90Y) CHLORIDE;CHLORID YTTRIT›-(90Y);
17490;PROTEINUM S;PROTEIN S;PROTEIN S;
17492;HEXYLIS AMINOLEVULINAS;HEXYL AMINOLEVULINATE;HEXYL-AMINOLEVUL¡T;
17498;NATRII FLUORIDUM (18F);SODIUM FLUORIDE (18F);FLUORID-(18F) SODN›;
17504;AXITINIBUM;AXITINIB;AXITINIB;
17505;BOSUTINIBUM;BOSUTINIB;BOSUTINIB;
17512;DASATINIBUM;DASATINIB;DASATINIB;
17514;DENOSUMABUM;DENOSUMAB;DENOSUMAB;
17520;ELTROMBOPAGUM;ELTROMBOPAG;ELTROMBOPAG;
17523;FOSAPREPITANTUM;FOSAPREPITANT;FOSAPREPITANT;
17529;IPILIMUMABUM;IPILIMUMAB;IPILIMUMAB;
17536;NILOTINIBUM;NILOTINIB;NILOTINIB;
17539;OCRELIZUMABUM;OCRELIZUMAB;OKRELIZUMAB;
17541;OLAPARIBUM;OLAPARIB;OLAPARIB;
17547;PAZOPANIBUM;PAZOPANIB;PAZOPANIB;
17555;SITAGLIPTINUM;SITAGLIPTIN;SITAGLIPTIN;
17562;TREMELIMUMABUM;TREMELIMUMAB;TREMELIMUMAB;
17582;ALLERGENI POLLINIS GRAMINIS EXTRACTUM;GRASS POLLEN ALLERGEN EXTRACT;ALERGENOV› EXTRAKT Z TRAVNÕHO PYLU;
17596;CARBOXYMALTOSUM FERRICUM;FERRIC CARBOXYMALTOSE;éELEZIT¡ SŸL KARBOXYMALTOSY;
17598;DONEPEZILI HYDROCHLORIDUM MONOHYDRICUM;DONEPEZIL HYDROCHLORIDE MONOHYDRATE;MONOHYDR¡T DONEPEZIL-HYDROCHLORIDU;
17618;ESKETAMINI HYDROCHLORIDUM;ESKETAMINE HYDROCHLORIDE;ESKETAMIN-HYDROCHLORID;
17631;DEXRAZOXANI HYDROCHLORIDUM;DEXRAZOXANE HYDROCHLORIDE;DEXRAZOXAN-HYDROCHLORID;
17646;ROTAVIRUS SEROTYPUS G1 VIVUM;LIVE ROTAVIRUS SEROTYPE G1;éIV› ROTAVIRUS S…ROTYP G1;
17647;ROTAVIRUS SEROTYPUS G2 VIVUM;LIVE ROTAVIRUS SEROTYPE G2;éIV› ROTAVIRUS S…ROTYP G2;
17648;ROTAVIRUS SEROTYPUS G3 VIVUM;LIVE ROTAVIRUS SEROTYPE G3;éIV› ROTAVIRUS S…ROTYP G3;
17649;ROTAVIRUS SEROTYPUS G4 VIVUM;LIVE ROTAVIRUS SEROTYPE G4;éIV› ROTAVIRUS S…ROTYP G4;
17650;ROTAVIRUS SEROTYPUS P1A[8] VIVUM;LIVE ROTAVIRUS SEROTYPE P1A[8];éIV› ROTAVIRUS S…ROTYP P1A[8];
17651;PAPILLOMAVIRI HUMANI TYPI 6 PROTEINUM L1;HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN;L1 PROTEIN LIDSK…HO PAPILOMAVIRU TYPU 6;
17652;PAPILLOMAVIRI HUMANI TYPI 11 PROTEINUM L1;HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN;L1 PROTEIN LIDSK…HO PAPILOMAVIRU TYPU 11;
17653;PAPILLOMAVIRI HUMANI TYPI 16 PROTEINUM L1;HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN;L1 PROTEIN LIDSK…HO PAPILOMAVIRU TYPU 16;
17654;PAPILLOMAVIRI HUMANI TYPI 18 PROTEINUM L1;HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN;L1 PROTEIN LIDSK…HO PAPILOMAVIRU TYPU 18;
17664;SORAFENIBI TOSILAS;SORAFENIB TOSILATE;SORAFENIB-TOSIL¡T;
17679;EBOLAVIRUS ZAIRENSIS RVSV DELTA G-ZEBOV-GP VIVUM ATTENUATUM;LIVE ATTENUATED EBOLA ZAIRE VIRUS RVSV DELTA G-ZEBOV-GP;éIV› OSLABEN› VIRUS ZAIRSK… EBOLY RVSV DELTA G-ZEBOV-GP;
17686;VARENICLINI TARTRAS;VARENICLINE TARTRATE;VARENIKLIN-TARTAR¡T;
17688;RUPATADINI FUMARAS;RUPATADINE FUMARATE;RUPATADIN-FUMAR¡T;
17689;VALACICLOVIRI HYDROCHLORIDUM DIHYDRICUM;VALACICLOVIR HYDROCHLORIDE DIHYDRATE;DIHYDR¡T VALACIKLOVIR-HYDROCHLORIDU;
17690;RILPIVIRINI HYDROCHLORIDUM;RILPIVIRINE HYDROCHLORIDE;RILPIVIRIN-HYDROCHLORID;
17698;DASATINIBUM MONOHYDRICUM;DASATINIB MONOHYDRATE;MONOHYDR¡T DASATINIBU;
17712;ACLIDINII BROMIDUM;ACLIDINIUM BROMIDE;AKLIDINIUM-BROMID;
17714;AFLIBERCEPTUM;AFLIBERCEPT;AFLIBERCEPT;
17737;EPOETINUM THETA;EPOETIN THETA;EPOETIN THETA;
17738;FLUTICASONI FUROAS;FLUTICASONE FUROATE;FLUTIKASON-FURO¡T;
17750;MIFAMURTIDUM;MIFAMURTID;MIFAMURTID;
17751;MIGALASTATUM;MIGALASTAT;MIGALASTAT;
17768;TICAGRELORUM;TICAGRELOR;TIKAGRELOR;
17806;SILYBI MARIANI EXTRACTUM SICCUM RAFFINATUM ET NORMATUM;MILK THISTLE DRY EXTRACT, REFINED AND STANDARDISED;SUCH› »IäTÃN› A STANDARDIZOVAN› OSTROPESTÿECOV› EXTRAKT;
17829;FLAVONOIDORUM FRACTIO PURIFICATA MICRONISATA;MICRONIZED FLAVONOID FRACTION, PURIFIED;MIKRONIZOVAN¡ »IäTÃN¡ FRAKCE FLAVONOIDŸ;
17835;CHONDROITINI NATRII SULFAS;CHONDROITIN SULFATE SODIUM;SODN¡ SŸL CHONDROITIN-SULF¡TU;
17839;PISCIS OLEUM OMEGA-3 ACIDIS ABUNDANS;FISH OIL, RICH IN OMEGA-3-ACIDS;RYBÕ OLEJ BOHAT› NA OMEGA-3-KYSELINY;
17852;CALCII CARBONAS EX TESTAE OVI;CALCIUM CARBONATE FROM EGGSCHALE;UHLI»ITAN V¡PENAT› Z VAJE»N… SKOÿ¡PKY;
17854;FESOTERODINI FUMARAS;FESOTERODINE FUMARATE;FESOTERODIN-FUMAR¡T;
17866;DARUNAVIRUM ETHANOLICUM;DARUNAVIR ETHANOLATE;ETHANOL¡T DARUNAVIRU;
17880;ALOGLIPTINUM;ALOGLIPTIN;ALOGLIPTIN;
17882;AMIFAMPRIDINUM;AMIFAMPRIDINE;AMIFAMPRIDIN;
17891;ISAVUCONAZOLUM;ISAVUCONAZOLE;ISAVUKONAZOL;
17893;LINACLOTIDUM;LINACLOTIDE;LINAKLOTID;
17897;METHYLNALTREXONI BROMIDUM;METHYLNALTREXONE BROMIDE;METHYLNALTREXONIUM-BROMID;
17902;PADELIPORFINUM;PADELIPORFIN;PADELIPORFIN;
17904;PANOBINOSTATUM;PANOBINOSTAT;PANOBINOSTAT;
17913;VERNAKALANTUM;VERNAKALANT;VERNAKALANT;
17915;DABIGATRANI ETEXILATI MESILAS;DABIGATRAN ETEXILATE MESILATE;DABIGATRAN-ETEXIL¡T-MESIL¡T;
17916;SITAGLIPTINI PHOSPHAS MONOHYDRICUS;SITAGLIPTIN PHOSPHATE MONOHYDRATE;MONOHYDR¡T SITAGLIPTIN-FOSF¡TU;
17917;FLUDEOXYTHYMIDINUM (18F);FLUDEOXYTHYMIDINE (18F);FLUDEOXYTHYMIDIN-(18F);
17918;INFLUENZAE VIRUS A/VIETNAM (H5N1) (FRAGMENTUM);INFLUENZA VIRUS A/VIETNAM (H5N1) (SPLIT);CHÿIPKOV› VIRUS A/VIETNAM (H5N1) (äTÃPEN›);
17934;APREMILASTUM;APREMILAST;APREMILAST;
17937;AZILSARTANUM MEDOXOMILUM;AZILSARTAN MEDOXOMIL;AZILSARTAN-MEDOXOMIL;
17942;CANAKINUMABUM;CANAKINUMAB;KANAKINUMAB;
17943;CARFILZOMIBUM;CARFILZOMIB;KARFILZOMIB;
17944;CEFTAROLINUM FOSAMILUM;CEFTAROLINE FOSAMIL;CEFTAROLIN-FOSAMIL;
17949;DAPAGLIFLOZINUM;DAPAGLIFLOZIN;DAPAGLIFLOZIN;
17953;ELVITEGRAVIRUM;ELVITEGRAVIR;ELVITEGRAVIR;
17957;ERIBULINUM;ERIBULIN;ERIBULIN;
17970;NERATINIBUM;NERATINIB;NERATINIB;
17971;PERAMPANELUM;PERAMPANEL;PERAMPANEL;
17976;POMALIDOMIDUM;POMALIDOMIDE;POMALIDOMID;
17980;RALTEGRAVIRUM;RALTEGRAVIR;RALTEGRAVIR;
17983;ROMIPLOSTIMUM;ROMIPLOSTIM;ROMIPLOSTIM;
17992;TEPLIZUMABUM;TEPLIZUMAB;TEPLIZUMAB;
18003;VOCLOSPORINUM;VOCLOSPORIN;VOKLOSPORIN;
18009;PEGEPOETINUM BETA;PEGEPOETIN BETA;PEGEPOETIN BETA;
18017;RIOCIGUATUM;RIOCIGUAT;RIOCIGU¡T;
18023;NILOTINIBI HYDROCHLORIDUM MONOHYDRICUM;NILOTINIB HYDROCHLORIDE MONOHYDRATE;MONOHYDR¡T NILOTINIB-HYDROCHLORIDU;
18026;GLUCAGONUM HUMANUM;GLUCAGON, HUMAN;LIDSK› GLUKAGON;
18027;NATRII GLYCEROPHOSPHAS HYDRICUS;SODIUM GLYCEROPHOSPHATE, HYDRATE;HYDR¡T NATRIUM-GLYCEROFOSF¡TU;
18039;DELAFLOXACINUM MEGLUMINUM;DELAFLOXACIN MEGLUMINE;DELAFLOXACIN-MEGLUMIN;
18040;UPADACITINIBUM HEMIHYDRICUM;UPADACITINIB HEMIHYDRATE;HEMIHYDR¡T UPADACITINIBU;
18058;GINKGO EXTRACTUM SICCUM RAFFINATUM ET QUANTIFICATUM;GINKGO DRY EXTRACT, REFINED AND QUANTIFIED;SUCH› »IäTÃN› A KVANTIFIKOVAN› JINANOV› EXTRAKT;
18067;IRBESARTANI HYDROCHLORIDUM;IRBESARTAN HYDROCHLORIDE;IRBESARTAN-HYDROCHLORID;
18068;ESOMEPRAZOLUM MAGNESICUM DIHYDRICUM;ESOMEPRAZOLE MAGNESIUM DIHYDRATE;DIHYDR¡T HOÿE»NAT… SOLI ESOMEPRAZOLU;
18076;RALTEGRAVIRUM KALICUM;RALTEGRAVIR POTASSIUM;DRASELN¡ SŸL RALTEGRAVIRU;
18078;ZIPRASIDONI HYDROGENOSULFAS DIHYDRICUS;ZIPRASIDONE HYDROGEN SULFATE DIHYDRATE;DIHYDR¡T ZIPRASIDON-HYDROGEN-SULF¡TU;
18095;CABAZITAXELUM;CABAZITAXEL;KABAZITAXEL;
18096;CARIPRAZINUM;CARIPRAZINE;KARIPRAZIN;
18099;CONESTATUM ALFA;CONESTAT ALFA;KONESTAT ALFA;
18120;MIRABEGRONUM;MIRABEGRON;MIRABEGRON;
18137;PITOLISANTUM;PITOLISANT;PITOLISANT;
18138;VELAGLUCERASUM ALFA;VELAGLUCERASE  ALFA;VELAGLUCERASA  ALFA;
18145;FOSAPREPITANTUM DIMEGLUMINUM;FOSAPREPITANT DIMEGLUMINE;FOSAPREPITANT-DIMEGLUMIN;
18147;PANOBINOSTATI LACTAS;PANOBINOSTAT LACTATE;PANOBINOSTAT-LAKT¡T;
18161;ENTECAVIRUM MONOHYDRICUM;ENTECAVIR MONOHYDRATE;MONOHYDR¡T ENTEKAVIRU;
18165;ICATIBANTI ACETAS;ICATIBANT ACETATE;IKATIBANT-ACET¡T;
18167;MICAFUNGINUM NATRICUM;MICAFUNGIN SODIUM;SODN¡ SŸL MIKAFUNGINU;
18178;POVIDONUM K 30;POVIDONE K 30;POVIDON K 30;
18201;LAPATINIBI DITOSILAS MONOHYDRICUS;LAPATINIB DITOSILATE MONOHYDRATE;MONOHYDR¡T LAPATINIB-DITOSIL¡TU;
18208;CLOPIDOGRELI BESILAS;CLOPIDOGREL BESILATE;KLOPIDOGREL-BESIL¡T;
18218;ALISKIRENI FUMARAS;ALISKIREN FUMARATE;ALISKIREN-FUMAR¡T;
18247;TAPENTADOLI HYDROCHLORIDUM;TAPENTADOL HYDROCHLORIDE;TAPENTADOL-HYDROCHLORID;1
18253;OBINUTUZUMABUM;OBINUTUZUMAB;OBINUTUZUMAB;
18260;CATRIDECACOGUM;CATRIDECACOG;KATRIDEKAKOG;
18272;EDOXABANUM;EDOXABAN;EDOXABAN;
18286;LINAGLIPTINUM;LINAGLIPTIN;LINAGLIPTIN;
18287;LIXISENATIDUM;LIXISENATIDE;LIXISENATID;
18288;MACITENTANUM;MACITENTAN;MACITENTAN;
18307;TASIMELTEONUM;TASIMELTEON;TASIMELTEON;
18310;TECOVIRIMATUM;TECOVIRIMAT;TEKOVIRIM¡T;
18315;USTEKINUMABUM;USTEKINUMAB;USTEKINUMAB;
18348;MENTHAE PIPERITAE FOLII EXTRACTUM SICCUM;PEPPERMINT LEAF DRY EXTRACT;SUCH› EXTRAKT Z LISTU M¡TY PEPRN…;
18351;OLANZAPINI EMBONAS MONOHYDRICUS;OLANZAPINE EMBONATE MONOHYDRATE;MONOHYDR¡T OLANZAPIN-EMBON¡TU;
18352;VALACICLOVIRI HYDROCHLORIDUM MONOHYDRICUM;VALACICLOVIR HYDROCHLORIDE MONOHYDRATE;MONOHYDR¡T VALACIKLOVIR-HYDROCHLORIDU;
18441;AFAMELANOTIDUM;AFAMELANOTIDE;AFAMELANOTID;
18447;BLINATUMOMABUM;BLINATUMOMAB;BLINATUMOMAB;
18454;DELAFLOXACINUM;DELAFLOXACIN;DELAFLOXACIN;
18457;ELOTUZUMABUM;ELOTUZUMAB;ELOTUZUMAB;
18459;FIDAXOMICINUM;FIDAXOMICIN;FIDAXOMICIN;
18462;FOSTAMATINIBUM;FOSTAMATINIB;FOSTAMATINIB;
18469;MACIMORELINUM;MACIMORELIN;MACIMORELIN;
18475;RAMUCIRUMABUM;RAMUCIRUMAB;RAMUCIRUMAB;
18476;REGORAFENIBUM;REGORAFENIB;REGORAFENIB;
18480;SELUMETINIBUM;SELUMETINIB;SELUMETINIB;
18482;SILTUXIMABUM;SILTUXIMAB;SILTUXIMAB;
18493;VEDOLIZUMABUM;VEDOLIZUMAB;VEDOLIZUMAB;
18496;ESLICARBAZEPINI ACETAS;ESLICARBAZEPINE ACETATE;ESLIKARBAZEPIN-ACET¡T;
18500;OLANZAPINI DIHYDROCHLORIDUM TRIHYDRICUM;OLANZAPINE DIHYDROCHLORIDE TRIHYDRATE;TRIHYDR¡T OLANZAPIN-DIHYDROCHLORIDU;
18515;PRASUGRELI HYDROCHLORIDUM;PRASUGREL HYDROCHLORIDE;PRASUGREL-HYDROCHLORID;
18518;DEGARELIXI ACETAS;DEGARELIX ACETATE;DEGARELIX-ACET¡T;
